post_id,text,post_text,shared_text,time,image,video,likes,comments,shares,post_url,link
646718335882986,"Submit your anonymous posts through the link here https://confessionsuea.uni-truths.com/
Just a little update! The admin team has decided to make the switch from crushninja to UniTruths to submit your confessions and posts as it’s far more user friendly! This makes it far easier for both you and ourselves to moderate, publish and submit posts. We will also be switching the UEbAes submission portal to UniTruths for obvious reasons.
The new UEbAes page is here! https://uebaes.uni-truths.com/
Link to interview with one of the admins can be found here https://m.mixcloud.com/Livewire1350/interview-with-the-concrete-confessions-and-uebaes-admin/?fbclid=IwAR1f5_gyhLS_6_y5QtMyIOKaZCB2IUS_ni13EHTm905eC0ZkU0Fj76_ALd4
We will try our best to keep a balance between wholesome content, shitposts, confessions, memes and other useful information. Apologies if your submission isn't published, there are hundreds of submissions every day. The admin team hopes that you are all staying safe and well during these unprecedented times.
Love to all,
Admins
MIXCLOUD.COM
Interview with the Concrete confessions and UEbAes admin","Submit your anonymous posts through the link here https://confessionsuea.uni-truths.com/
Just a little update! The admin team has decided to make the switch from crushninja to UniTruths to submit your confessions and posts as it’s far more user friendly! This makes it far easier for both you and ourselves to moderate, publish and submit posts. We will also be switching the UEbAes submission portal to UniTruths for obvious reasons.
The new UEbAes page is here! https://uebaes.uni-truths.com/
Link to interview with one of the admins can be found here https://m.mixcloud.com/Livewire1350/interview-with-the-concrete-confessions-and-uebaes-admin/?fbclid=IwAR1f5_gyhLS_6_y5QtMyIOKaZCB2IUS_ni13EHTm905eC0ZkU0Fj76_ALd4
We will try our best to keep a balance between wholesome content, shitposts, confessions, memes and other useful information. Apologies if your submission isn't published, there are hundreds of submissions every day. The admin team hopes that you are all staying safe and well during these unprecedented times.
Love to all,
Admins","MIXCLOUD.COM
Interview with the Concrete confessions and UEbAes admin",1592246295,https://external.ftlv5-1.fna.fbcdn.net/safe_image.php?d=AQAI-Y9dBktCzKRu&w=476&h=249&url=https%3A%2F%2Fthumbnailer.mixcloud.com%2Funsafe%2F1200x628%2Ffilters%3Awatermark%28graphics%2Fplay-button-scaled.png%2C300%2C14%2C0%29%2Fextaudio%2F1%2F9%2Fb%2F9%2Fdb2e-bae2-452d-b546-9f96ea3f8d87&cfs=1&jq=75&ext=jpg&_nc_hash=AQCsr3hwjE7ljwP5,,11,0,0,https://m.facebook.com/story.php?story_fbid=646718335882986&id=126889854532506,https://confessionsuea.uni-truths.com/
669810806907072,"#ConcreteUEAconfessions20721
We always here about the nightmare housemates so shout out to all the houses where there was no drama. All friends just having a fantastic time, living in harmony. All one of them.","#ConcreteUEAconfessions20721
We always here about the nightmare housemates so shout out to all the houses where there was no drama. All friends just having a fantastic time, living in harmony. All one of them.",,1595534890,,,8,5,0,https://m.facebook.com/story.php?story_fbid=669810806907072&id=126889854532506,
669810370240449,"#ConcreteUEAconfessions20720
I can't believe I've lasted a whole academic year without saying fuck off to a member of lecturing staff","#ConcreteUEAconfessions20720
I can't believe I've lasted a whole academic year without saying fuck off to a member of lecturing staff",,1595534823,,,3,0,0,https://m.facebook.com/story.php?story_fbid=669810370240449&id=126889854532506,
669810006907152,"#ConcreteUEAconfessions20719
What tips would graduates give to students going into their third year who would like to join a graduate scheme for when they finish uni? When did you start to look? Where did you look?
From a soon to be third year politics student who is stressing about being unemployed and aren’t fussed about the area they go into. THANKYOU!","#ConcreteUEAconfessions20719
What tips would graduates give to students going into their third year who would like to join a graduate scheme for when they finish uni? When did you start to look? Where did you look?
From a soon to be third year politics student who is stressing about being unemployed and aren’t fussed about the area they go into. THANKYOU!",,1595534771,,,5,4,0,https://m.facebook.com/story.php?story_fbid=669810006907152&id=126889854532506,
669809596907193,"#ConcreteUEAconfessions20718
HAPPY 10 YEARS OF ONE DIRECTION ❤️","#ConcreteUEAconfessions20718
HAPPY 10 YEARS OF ONE DIRECTION ❤️",,1595534704,,,35,9,0,https://m.facebook.com/story.php?story_fbid=669809596907193&id=126889854532506,
669809210240565,"#ConcreteUEAconfessions20717
It’s hard being a girl with nice boobs and a nice bum.","#ConcreteUEAconfessions20717
It’s hard being a girl with nice boobs and a nice bum.",,1595534644,,,0,8,0,https://m.facebook.com/story.php?story_fbid=669809210240565&id=126889854532506,
669808800240606,"#ConcreteUEAconfessions20716
I'm trying to organise a 'UEA does Drag Race' one night show at the LCR, for when corona releases her icy grip on us. Would anyone genuinely be interested in taking part? I'm thinking there's no point trying to organise if there's not even gonna be any willing contestants 😅","#ConcreteUEAconfessions20716
I'm trying to organise a 'UEA does Drag Race' one night show at the LCR, for when corona releases her icy grip on us. Would anyone genuinely be interested in taking part? I'm thinking there's no point trying to organise if there's not even gonna be any willing contestants 😅",,1595534586,,,36,16,0,https://m.facebook.com/story.php?story_fbid=669808800240606&id=126889854532506,
669807973574022,"#ConcreteUEAconfessions20715
#ConcreteUEAconfessions20695
I'm a rich kid with daddy issues and I'll have you know that I don't believe in any of the stuff the southern guy was complaining about. all I do is cry during sex","#ConcreteUEAconfessions20715
#ConcreteUEAconfessions20695
I'm a rich kid with daddy issues and I'll have you know that I don't believe in any of the stuff the southern guy was complaining about. all I do is cry during sex",,1595534467,,,0,0,0,https://m.facebook.com/story.php?story_fbid=669807973574022&id=126889854532506,
669807540240732,"#ConcreteUEAconfessions20714
Just a little plea now that lockdown is easing and it's easier to meet up. Please try to think of those friends who may not be the core of your friendship group but always come to things during term time when making plans. While they may be a little on the outside of the group, they'd probably think the world of an invite right now. Being home can be lonely for some and it starts to take its toll after 4 months. A simple invite may brighten someone's day ♥️","#ConcreteUEAconfessions20714
Just a little plea now that lockdown is easing and it's easier to meet up. Please try to think of those friends who may not be the core of your friendship group but always come to things during term time when making plans. While they may be a little on the outside of the group, they'd probably think the world of an invite right now. Being home can be lonely for some and it starts to take its toll after 4 months. A simple invite may brighten someone's day ♥️",,1595534404,,,20,1,0,https://m.facebook.com/story.php?story_fbid=669807540240732&id=126889854532506,
669806686907484,"#ConcreteUEAconfessions20713
Not sure UEA thought about this ad going wrong😂","#ConcreteUEAconfessions20713
Not sure UEA thought about this ad going wrong😂",,1595534285,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/110242665_669806690240817_7376799933638999959_o.jpg?_nc_cat=107&_nc_sid=2d5d41&_nc_ohc=j2z_lfCbMyYAX_ItAAW&_nc_ht=scontent.ftlv5-1.fna&tp=14&oh=88d3e3fbdef633adf301545a4c516d29&oe=5F40465E,,45,3,0,,
